Date,Open,High,Low,Close,Adj Close,Volume
2022-06-10,78.66000366210938,79.97000122070312,78.29000091552734,79.30999755859375,71.8125,2974100
2022-06-13,78.31999969482422,78.69999694824219,75.95999908447266,76.31999969482422,69.10515594482422,3461900
2022-06-14,76.9000015258789,76.9000015258789,73.25,74.5999984741211,67.54776000976562,4899300
2022-06-15,75.13999938964844,76.0,73.83999633789062,74.87999725341797,67.80128479003906,3870900
2022-06-16,73.9000015258789,74.87000274658203,73.37999725341797,74.37999725341797,67.34854888916016,5482500
2022-06-17,74.33000183105469,74.58000183105469,72.63999938964844,73.41000366210938,66.47024536132812,7815900
2022-06-21,73.70999908447266,74.83000183105469,73.33999633789062,74.58000183105469,67.52964782714844,3381300
2022-06-22,74.5,75.94999694824219,74.5,75.41999816894531,68.29022979736328,3872200
2022-06-23,75.75,77.23999786376953,75.73999786376953,77.1500015258789,69.856689453125,3097800
2022-06-24,77.38999938964844,78.3499984741211,77.16000366210938,78.13999938964844,70.75310516357422,3332500
2022-06-27,77.7300033569336,78.87999725341797,77.44999694824219,78.62000274658203,71.18773651123047,2358000
2022-06-28,78.8499984741211,79.37999725341797,78.4000015258789,78.52999877929688,71.10623931884766,3420400
2022-06-29,78.77999877929688,79.22000122070312,78.5999984741211,79.0199966430664,71.5499038696289,3078800
2022-06-30,78.58000183105469,80.5999984741211,78.37999725341797,79.80999755859375,72.26522827148438,3498000
2022-07-01,80.04000091552734,81.29000091552734,79.44000244140625,81.23999786376953,73.56005096435547,3847400
2022-07-05,81.12999725341797,81.37999725341797,78.02999877929688,79.43000030517578,71.92115020751953,4957600
2022-07-06,79.77999877929688,81.0,79.2300033569336,80.02999877929688,72.46443176269531,3357400
2022-07-07,80.1500015258789,80.61000061035156,79.7300033569336,79.81999969482422,72.27428436279297,2623900
2022-07-08,79.76000213623047,79.91999816894531,79.0999984741211,79.37999725341797,71.8758773803711,3174800
2022-07-11,79.19000244140625,80.16000366210938,78.9000015258789,79.77999877929688,72.23806762695312,1636200
2022-07-12,79.33000183105469,80.26000213623047,78.55999755859375,79.25,71.7581787109375,2562500
2022-07-13,78.69000244140625,79.63999938964844,78.41000366210938,78.66000366210938,71.22395324707031,2708900
2022-07-14,77.33000183105469,78.9000015258789,77.16999816894531,78.7699966430664,71.32354736328125,2111800
2022-07-15,79.43000030517578,79.4800033569336,78.02999877929688,79.19999694824219,71.71289825439453,2851400
2022-07-18,78.81999969482422,79.13999938964844,77.97000122070312,78.01000213623047,70.6353988647461,3132300
2022-07-19,78.3499984741211,78.69999694824219,77.72000122070312,77.77999877929688,70.4271240234375,2884300
2022-07-20,77.81999969482422,77.83999633789062,75.7300033569336,75.7699966430664,68.60714721679688,4937700
2022-07-21,75.73999786376953,76.1500015258789,75.2699966430664,75.95999908447266,68.77918243408203,3262000
2022-07-22,76.37000274658203,77.4000015258789,76.19000244140625,77.3499984741211,70.03778076171875,2065500
2022-07-25,77.19999694824219,78.61000061035156,77.05000305175781,78.5999984741211,71.16962432861328,2697100
2022-07-26,78.37999725341797,79.33000183105469,78.0,79.25,71.7581787109375,1799100
2022-07-27,78.86000061035156,79.33999633789062,78.5199966430664,79.19999694824219,71.71289825439453,2164200
2022-07-28,79.9000015258789,81.45999908447266,79.48999786376953,81.31999969482422,73.63248443603516,2849100
2022-07-29,81.12000274658203,82.27999877929688,80.87999725341797,81.9800033569336,74.23009490966797,3470000
2022-08-01,81.87000274658203,82.62999725341797,81.11000061035156,82.54000091552734,74.7371597290039,3156500
2022-08-02,82.79000091552734,83.41000366210938,82.11000061035156,82.16000366210938,74.3930892944336,2651700
2022-08-03,82.04000091552734,83.43000030517578,81.01000213623047,83.19999694824219,75.33476257324219,2664500
2022-08-04,83.4000015258789,83.8499984741211,82.79000091552734,82.88999938964844,75.05406951904297,2977000
2022-08-05,82.76000213623047,83.06999969482422,81.5199966430664,82.56999969482422,74.76431274414062,2529700
2022-08-08,82.98999786376953,83.47000122070312,81.26000213623047,81.38999938964844,73.69586944580078,3383400
2022-08-09,81.75,82.86000061035156,81.69000244140625,82.37999725341797,74.59227752685547,2407200
2022-08-10,82.75,82.77999877929688,81.2699966430664,82.13999938964844,74.3749771118164,2758900
2022-08-11,82.0,82.58999633789062,81.44000244140625,81.76000213623047,74.03089904785156,2695800
2022-08-12,82.18000030517578,82.86000061035156,82.13999938964844,82.83000183105469,74.99974060058594,1845300
2022-08-15,83.0,84.83000183105469,82.66999816894531,84.6500015258789,76.6476821899414,4459900
2022-08-16,84.72000122070312,85.79000091552734,84.47000122070312,85.44999694824219,77.3720474243164,3642400
2022-08-17,85.30000305175781,86.11000061035156,85.0,85.62000274658203,77.52598571777344,2124200
2022-08-18,85.7699966430664,86.06999969482422,85.22000122070312,85.6500015258789,77.55315399169922,1678400
